Artist,Technique,Year,Type,Width (cm),Height (cm),Year of sale,Price (BRL),img_url,url,Sold,Technique_fix
Ana Goldberger,Acrílica sobre tela,2006.0,Pinturas,70.0,50.0,2007,1500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1987.jpg,https://www.catalogodasartes.com.br/obra/DPcA/,False,pintura
Pedro Americo de Figueiredo e Melo,Desenho,,Pinturas,25.0,36.0,2007,3000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1694.jpg,https://www.catalogodasartes.com.br/obra/DtPU/,False,desenho
Tadashi Kaminagai,Óleo sobre Tela,1950.0,Pinturas,45.0,54.0,2007,5500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2443.jpg,https://www.catalogodasartes.com.br/obra/GUUz/,True,pintura
Candido Portinari (1903-1962),Guache sobre papel,,Pinturas,41.5,42.0,2019,300000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_930819.jpg,https://www.catalogodasartes.com.br/obra/PzecDP/,False,pintura
Inima José de Paula - Inima de Paula - Inima - Inimá,Óleo sobre Tela,1982.0,Pinturas,82.0,66.0,2007,22000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2556.jpg,https://www.catalogodasartes.com.br/obra/GBBt/,True,pintura
Alceu Lisboa,Acrílica sobre tela,,Pinturas,60.0,40.0,2007,1000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1757.jpg,https://www.catalogodasartes.com.br/obra/DABA/,False,pintura
Candido Portinari (1903-1962),Grafite sobre papel,,Pinturas,21.6,28.0,2014,16800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_151391.jpg,https://www.catalogodasartes.com.br/obra/DBDzPD/,False,desenho
Inima José de Paula - Inima de Paula - Inima - Inimá,Óleo sobre Tela,1982.0,Pinturas,50.0,40.0,2007,10000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1304.jpg,https://www.catalogodasartes.com.br/obra/DzeU/,True,pintura
Antonio Dias - Antonio Manuel Lima Dias - Antônio Dias,Guache,1969.0,Pinturas,97.0,68.0,2007,7500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2263.jpg,https://www.catalogodasartes.com.br/obra/GGtz/,False,pintura
Fayga Ostrower - Fayga Perla Ostrower,Aquarela sobre papel,1977.0,Pinturas,63.0,41.5,2007,800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_636.jpg,https://www.catalogodasartes.com.br/obra/tzt/,True,pintura
Antônio Bandeira (1922-1967),Guache e aquarela,1955.0,Pinturas,64.0,49.0,1999,20480.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1408.jpg,https://www.catalogodasartes.com.br/obra/DUec/,True,pintura
Mick Carnicelli - Michele Carnicelli Sobrinho,Óleo sobre Tela,1938.0,Pinturas,70.0,55.0,2007,4500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2603.jpg,https://www.catalogodasartes.com.br/obra/Gtez/,False,pintura
Jacques Villon,Gravura em metal(ponta seca),1960.0,Pinturas,19.0,25.0,2007,1000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_753.jpg,https://www.catalogodasartes.com.br/obra/ABz/,False,reprodução
Candido Portinari (1903-1962),Óleo sobre madeira,1958.0,Pinturas,23.0,33.0,2010,300000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_44334.jpg,https://www.catalogodasartes.com.br/obra/UUzzU/,False,pintura
Yara Tupynamba - Yara Tupynambá Gordilho Santos,Acrílica sobre tela,1991.0,Pinturas,40.0,50.0,2007,2600.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2988.jpg,https://www.catalogodasartes.com.br/obra/GPcc/,True,pintura
Candido Portinari (1903-1962),Nanquim e bico de pena,1931.0,Pinturas,51.0,38.0,2017,100000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_745733.jpg,https://www.catalogodasartes.com.br/obra/AUBAzz/,False,desenho
Candido Portinari (1903-1962),Gravura em metal,1943.0,Pinturas,18.0,25.0,2020,1800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_973263.jpg,https://www.catalogodasartes.com.br/obra/PAzGtz/,False,reprodução
Jesus Fuertes,Óleo sobre placa,1981.0,Pinturas,69.0,69.0,2007,4000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_946.jpg,https://www.catalogodasartes.com.br/obra/PUt/,False,pintura
Maria Martins,Gravura em metal(água-forte),1945.0,Pinturas,29.5,25.0,2007,1000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2618.jpg,https://www.catalogodasartes.com.br/obra/GtDc/,True,reprodução
Candido Portinari (1903-1962),Óleo sobre madeira,1947.0,Pinturas,45.7,54.5,1999,136500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_254.jpg,https://www.catalogodasartes.com.br/obra/GBU/,True,pintura
Maria Polo,Nanquim,,Pinturas,38.0,69.0,2007,1500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1103.jpg,https://www.catalogodasartes.com.br/obra/DDez/,False,desenho
Candido Portinari (1903-1962),Giclée,,Pinturas,44.5,40.0,2022,5000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1025491.jpg,https://www.catalogodasartes.com.br/obra/DeGBUPD/,True,reprodução
Candido Portinari (1903-1962),Nanquim sobre papel vegetal,1956.0,Pinturas,15.0,20.0,2009,6000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_40563.jpg,https://www.catalogodasartes.com.br/obra/UeBtz/,False,desenho
Siron Franco (1947),Óleo sobre papel colado sobre madeira,1980.0,Pinturas,23.0,32.0,2007,3000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_665.jpg,https://www.catalogodasartes.com.br/obra/ttB/,True,pintura
Aldo Bonadei,Óleo sobre Tela,1970.0,Pinturas,65.5,50.0,2003,70000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1555.jpg,https://www.catalogodasartes.com.br/obra/DBBB/,True,pintura
João Câmara Filho - Joao Camara Filho - Joao Camara,Nanquim,1965.0,Pinturas,15.0,25.0,2007,1300.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2817.jpg,https://www.catalogodasartes.com.br/obra/GcDA/,False,desenho
Candido Portinari (1903-1962),Gravura a água-forte sobre papel,1948.0,Pinturas,17.0,24.0,2021,2800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_995493.jpg,https://www.catalogodasartes.com.br/obra/PPBUPz/,True,reprodução
Wega Nery - Wega Nery Gomes Pinto,Técnica Mista,1960.0,Pinturas,24.0,32.0,2007,1600.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2831.jpg,https://www.catalogodasartes.com.br/obra/GczD/,True,outro
Rodolfo Amoedo,Oleo sobre cartão colado sobre madeira,1920.0,Pinturas,13.0,16.0,2001,15750.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_110.jpg,https://www.catalogodasartes.com.br/obra/DDe/,True,outro
Candido Portinari (1903-1962),Serigrafia,1957.0,Pinturas,13.5,23.6,2018,8000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_868296.jpg,https://www.catalogodasartes.com.br/obra/ctcGPt/,True,reprodução
Ivan Serpa,Nanquim e aguada sobre papel,1962.0,Pinturas,21.0,27.0,2007,5000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_454.jpg,https://www.catalogodasartes.com.br/obra/UBU/,True,desenho
Candido Portinari (1903-1962),Desenho à caneta,1941.0,Pinturas,13.5,19.0,2014,3800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_151457.jpg,https://www.catalogodasartes.com.br/obra/DBDUBA/,True,desenho
Candido Portinari (1903-1962),Nanquim e bico de pena,,Pinturas,26.0,33.0,2022,56000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1065956.jpg,https://www.catalogodasartes.com.br/obra/DetBPBt/,True,desenho
Candido Portinari (1903-1962),AZULEJO,,Pinturas,30.0,15.0,2013,3900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_132418.jpg,https://www.catalogodasartes.com.br/obra/DzGUDc/,False,outro
Di Cavalcanti (1897-1976),Óleo sobre Tela,1961.0,Pinturas,300.0,193.0,1998,262500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_343.jpg,https://www.catalogodasartes.com.br/obra/zUz/,True,pintura
Antônio Bandeira (1922-1967),Óleo sobre Tela,,Pinturas,54.0,45.0,2000,34650.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1401.jpg,https://www.catalogodasartes.com.br/obra/DUeD/,True,pintura
Candido Portinari (1903-1962),Desenho à grafite,,Pinturas,39.0,69.0,2021,25000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_980330.jpg,https://www.catalogodasartes.com.br/obra/Pcezze/,False,desenho
Fernando Vignoli,Óleo sobre Tela,,Pinturas,130.0,90.0,2007,2300.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3051.jpg,https://www.catalogodasartes.com.br/obra/zeBD/,True,pintura
Candido Portinari (1903-1962),Azulejo pintado,1942.0,Pinturas,15.0,30.0,2009,6000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_38268.jpg,https://www.catalogodasartes.com.br/obra/zcGtc/,True,pintura
Aldo Bonadei,Óleo sobre Tela,1946.0,Pinturas,65.0,50.0,2003,60000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1581.jpg,https://www.catalogodasartes.com.br/obra/DBcD/,True,pintura
Aldemir Martins,Acrílica sobre tela,1977.0,Pinturas,46.0,27.0,2007,9000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2758.jpg,https://www.catalogodasartes.com.br/obra/GABc/,True,pintura
Candido Portinari (1903-1962),Água-forte sobre papel,,Pinturas,27.0,38.0,2012,7100.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_80669.jpg,https://www.catalogodasartes.com.br/obra/cettP/,True,reprodução
Samson Flexor,Óleo sobre Tela,,Pinturas,62.0,51.0,2007,10000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1298.jpg,https://www.catalogodasartes.com.br/obra/DGPc/,True,pintura
Candido Portinari (1903-1962),Gravura a ponta-seca e guache sobre papel,,Pinturas,19.0,24.7,2013,15000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_115557.jpg,https://www.catalogodasartes.com.br/obra/DDBBBA/,True,pintura
Mario Zanini - Mário Zanini,Guache,1945.0,Pinturas,32.5,19.0,1997,3150.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_842.jpg,https://www.catalogodasartes.com.br/obra/cUG/,True,pintura
Ione Saldanha,Óleo sobre Tela,1948.0,Pinturas,73.0,60.0,2007,14000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_567.jpg,https://www.catalogodasartes.com.br/obra/BtA/,False,pintura
Candido Portinari (1903-1962),AZULEJO,,Pinturas,20.0,20.0,2013,2000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_123367.jpg,https://www.catalogodasartes.com.br/obra/DGzztA/,True,outro
Yolanda Lederer Mohalyi - Yolanda Mohalyi,Óleo sobre Tela,1970.0,Pinturas,130.0,173.0,1997,60900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_865.jpg,https://www.catalogodasartes.com.br/obra/ctB/,True,pintura
Maria Leontina Franco Da Costa,Óleo sobre madeira,1950.0,Pinturas,27.0,35.0,2007,16500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_505.jpg,https://www.catalogodasartes.com.br/obra/BeB/,True,pintura
Roberto Burle Marx,Nanquim e aguada sobre papel,1989.0,Pinturas,78.0,57.0,2007,3400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_380.jpg,https://www.catalogodasartes.com.br/obra/zce/,True,desenho
Candido Portinari (1903-1962),Desenho a grafite sobre papel,1961.0,Pinturas,21.0,27.0,2016,22000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_730043.jpg,https://www.catalogodasartes.com.br/obra/AzeeUz/,True,desenho
Candido Portinari (1903-1962),Nanquim sobre papel,1950.0,Pinturas,22.0,28.0,2001,8400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_310.jpg,https://www.catalogodasartes.com.br/obra/zDe/,True,desenho
Candido Portinari (1903-1962),Desenho à grafite,,Pinturas,7.0,13.5,2023,6800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1149406.jpg,https://www.catalogodasartes.com.br/obra/DDUPUet/,True,desenho
Miguel Gontijo,Acrílica sobre chapa de madeira industrializada,2006.0,Pinturas,50.0,77.0,2007,2200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3088.jpg,https://www.catalogodasartes.com.br/obra/zecc/,False,pintura
Giovanna Martins - Geovana Martins,Óleo sobre Tela,1991.0,Pinturas,153.0,117.0,2007,2300.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3000.jpg,https://www.catalogodasartes.com.br/obra/zeee/,False,pintura
Antonio Parreiras - Antônio Parreiras,Óleo sobre Tela,1901.0,Pinturas,35.0,27.0,2007,10000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2565.jpg,https://www.catalogodasartes.com.br/obra/GBtB/,True,pintura
Di Cavalcanti (1897-1976),Óleo sobre Tela,1976.0,Pinturas,81.5,65.0,1999,132300.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1121.jpg,https://www.catalogodasartes.com.br/obra/DDGD/,True,pintura
Candido Portinari (1903-1962),Desenho a grafite sobre papel,,Pinturas,42.0,68.0,2017,50000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_780408.jpg,https://www.catalogodasartes.com.br/obra/AceUec/,False,desenho
Candido Portinari (1903-1962),Caneta tinteiro sobre papel,,Pinturas,15.5,18.0,2008,18000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_22560.jpg,https://www.catalogodasartes.com.br/obra/GGBte/,False,desenho
Candido Portinari (1903-1962),Desenho sobre papel,1945.0,Pinturas,43.0,73.0,2007,270000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_14229.jpg,https://www.catalogodasartes.com.br/obra/DUGGP/,False,desenho
Luiz Paulo Baravelli,Crayon e acrílica sobre compensado,2000.0,Pinturas,160.0,65.5,2007,14500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2314.jpg,https://www.catalogodasartes.com.br/obra/GzDU/,True,pintura
Antônio Bandeira (1922-1967),Aquarela,1954.0,Pinturas,59.0,45.0,2002,23100.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1418.jpg,https://www.catalogodasartes.com.br/obra/DUDc/,True,pintura
Agi Strauss - Agi Straus - Agathe Deutsch,Técnica mista sobre tela,2000.0,Pinturas,150.0,100.0,2007,4500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1982.jpg,https://www.catalogodasartes.com.br/obra/DPcG/,False,outro
Candido Portinari (1903-1962),Nanquim,,Pinturas,13.0,15.0,2014,18500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_150533.jpg,https://www.catalogodasartes.com.br/obra/DBeBzz/,True,desenho
Jorge Duarte,Óleo e massa sobre tela,1987.0,Pinturas,110.0,150.0,2007,5500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2375.jpg,https://www.catalogodasartes.com.br/obra/GzAB/,True,pintura
Candido Portinari (1903-1962),Óleo sobre cartão,1941.0,Pinturas,38.0,27.0,2008,145000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_33638.jpg,https://www.catalogodasartes.com.br/obra/zztzc/,True,pintura
Candido Portinari (1903-1962),Óleo sobre madeira,1959.0,Pinturas,22.5,27.0,2022,450000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1071377.jpg,https://www.catalogodasartes.com.br/obra/DeADzAA/,False,pintura
Candido Portinari (1903-1962),Técnica mista sobre papel,1945.0,Pinturas,17.0,20.0,2020,50000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_961366.jpg,https://www.catalogodasartes.com.br/obra/PtDztt/,False,outro
Candido Portinari (1903-1962),Gravura em metal(ponta seca),1942.0,Pinturas,19.5,25.0,2014,2700.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_153484.jpg,https://www.catalogodasartes.com.br/obra/DBzUcU/,True,reprodução
Inima José de Paula - Inima de Paula - Inima - Inimá,Óleo sobre Tela,1985.0,Pinturas,61.0,45.0,2007,15000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2552.jpg,https://www.catalogodasartes.com.br/obra/GBBG/,True,pintura
Oswaldo Goeldi,Desenho,,Pinturas,35.0,32.0,2007,6000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2646.jpg,https://www.catalogodasartes.com.br/obra/GtUt/,False,desenho
Ivan Serpa,Técnica Mista,1953.0,Pinturas,16.0,23.0,2007,4000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2918.jpg,https://www.catalogodasartes.com.br/obra/GPDc/,True,outro
Candido Portinari (1903-1962),Serigrafia,,Pinturas,51.0,67.0,2022,900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1042024.jpg,https://www.catalogodasartes.com.br/obra/DeUGeGU/,True,reprodução
,Guache sobre cartão,1950.0,Pinturas,21.0,14.5,2007,800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_593.jpg,https://www.catalogodasartes.com.br/obra/BPz/,True,pintura
Siron Franco (1947),Óleo sobre Tela,2002.0,Pinturas,50.0,50.0,2007,2900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1855.jpg,https://www.catalogodasartes.com.br/obra/DcBB/,False,pintura
Francisco Calixto de Jesus - Francisco Calixto,Óleo sobre Tela,2006.0,Pinturas,71.0,52.0,2007,1800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1009.jpg,https://www.catalogodasartes.com.br/obra/DeeP/,False,pintura
Emmanuel Nassar - Emmanuel da Cunha Nassar,Acrílica sobre tela,2003.0,Pinturas,90.0,90.0,2007,10000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1250.jpg,https://www.catalogodasartes.com.br/obra/DGBe/,True,pintura
Candido Portinari (1903-1962),Óleo sobre madeira,,Pinturas,31.0,26.0,2014,850000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_154310.jpg,https://www.catalogodasartes.com.br/obra/DBUzDe/,False,pintura
Carlos Scliar,Vinil e colagem encerado sobre tela,1996.0,Pinturas,130.0,100.0,2007,12200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2479.jpg,https://www.catalogodasartes.com.br/obra/GUAP/,True,pintura
Antonio Poteiro,Óleo sobre Tela,2007.0,Pinturas,50.0,45.0,2007,1600.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3040.jpg,https://www.catalogodasartes.com.br/obra/zeUe/,True,pintura
Alberto Guignard - Alberto da Veiga Guignard,Caneta hidrográfica,1960.0,Pinturas,44.5,25.0,2007,3000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_765.jpg,https://www.catalogodasartes.com.br/obra/AtB/,True,desenho
Candido Portinari (1903-1962),Desenho a nanquim sobre papel,1952.0,Pinturas,24.0,38.0,2015,21500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_167747.jpg,https://www.catalogodasartes.com.br/obra/DtAAUA/,True,desenho
Jose de Dome,Óleo sobre Tela,1963.0,Pinturas,81.0,60.0,2007,10000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1307.jpg,https://www.catalogodasartes.com.br/obra/DzeA/,True,pintura
Armando Balloni,Óleo sobre Tela,1955.0,Pinturas,45.5,54.0,2007,1800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_676.jpg,https://www.catalogodasartes.com.br/obra/tAt/,True,pintura
Di Cavalcanti (1897-1976),Óleo sobre Tela,1962.0,Pinturas,73.0,92.0,2003,147000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1137.jpg,https://www.catalogodasartes.com.br/obra/DDzA/,True,pintura
Candido Portinari (1903-1962),Aquarela sobre papel,,Pinturas,17.5,25.5,2023,150000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1097512.jpg,https://www.catalogodasartes.com.br/obra/DePABDG/,False,pintura
Aldemir Martins,Acrílica sobre tela,1995.0,Pinturas,46.0,27.0,2007,3000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_894.jpg,https://www.catalogodasartes.com.br/obra/cPU/,False,pintura
Lygia Pape (1927-2004),Madeira pintada,,Pinturas,16.0,15.5,2007,16500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1252.jpg,https://www.catalogodasartes.com.br/obra/DGBG/,True,pintura
Marie Laurencin,Gravura em metal,1946.0,Pinturas,17.0,20.0,2007,2100.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_685.jpg,https://www.catalogodasartes.com.br/obra/tcB/,True,reprodução
Candido Portinari (1903-1962),Desenho a grafite sobre papel,,Pinturas,21.0,28.0,2021,18000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_977143.jpg,https://www.catalogodasartes.com.br/obra/PAADUz/,False,desenho
Belmiro de Almeida - Belmiro Barbosa de Almeida,Guache sobre papel,1925.0,Pinturas,55.0,73.0,2001,9450.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1534.jpg,https://www.catalogodasartes.com.br/obra/DBzU/,True,pintura
Candido Portinari (1903-1962),Desenho à grafite,1950.0,Pinturas,21.3,21.5,2021,13900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_985295.jpg,https://www.catalogodasartes.com.br/obra/PcBGPB/,False,desenho
Candido Portinari (1903-1962),Gravura em metal sobre papel,1939.0,Pinturas,18.0,14.0,2013,11000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_129511.jpg,https://www.catalogodasartes.com.br/obra/DGPBDD/,True,reprodução
Candido Portinari (1903-1962),Serigrafia sobre papel,,Pinturas,52.0,55.0,2022,1200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_999328.jpg,https://www.catalogodasartes.com.br/obra/PPPzGc/,True,reprodução
Ivan Serpa,Técnica Mista,1953.0,Pinturas,16.0,23.0,2007,4100.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2713.jpg,https://www.catalogodasartes.com.br/obra/GADz/,True,outro
Bustamante Sa -Rubens fortes Bustamante Sá,Óleo sobre Tela,1974.0,Pinturas,54.0,45.0,2007,2700.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1776.jpg,https://www.catalogodasartes.com.br/obra/DAAt/,False,pintura
Candido Portinari (1903-1962),Óleo sobre madeira,1958.0,Pinturas,35.7,27.5,2012,830000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_79185.jpg,https://www.catalogodasartes.com.br/obra/APDcB/,False,pintura
Di Cavalcanti (1897-1976),Fusain e nanquim sobre papel,1934.0,Pinturas,22.0,32.0,1998,38850.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1147.jpg,https://www.catalogodasartes.com.br/obra/DDUA/,True,desenho
Marc Chagall,Desenho a nanquim sobre papel,1923.0,Pinturas,19.0,22.0,2013,80000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_100075.jpg,https://www.catalogodasartes.com.br/obra/DeeeAB/,False,desenho
